Affiliate_id,Affiliate_name,City,State,Country,Latitude,Longitude
16933,Isula CrossFit,Ajaccio,Corsica,France,41.9393,8.7206
20175,Queen Red CrossFit,Tregueux,Cotes D'Armor,France,48.4893,-2.7661
19830,CrossFit Viking Spirit,Guéret,Creuse,France,46.1921,1.8748
19942,CrossFit Périgueux,Périgueux,Dordogne,France,45.1892,0.7324
7688,CrossFit Besancon 958,Besançon,Doubs,France,47.2364,5.986
20066,CrossFit Pierrelatte,Pierrelatte,Drôme,France,44.3663,4.7251
16758,CrossFit SMLV,Saint-Marcel-lès-Valence,Drôme,France,44.9723,4.9549
14436,Black Monkeys CrossFit,Bourg Les Valence,Drome,France,44.9579,4.8841
17883,CrossFit Montelimar,MONTELIMAR,DROME,France,44.5736,4.739
13643,CrossFit Valence,Portes-les-Valence,Drome,France,44.8861,4.8885
19545,CrossFit Allobroges,Grenoble,Echirolles,France,45.1461,5.6922
18162,CrossFit Myrmica,Le plessis-pâté,Essonne,France,48.6189,2.3306
14868,Energypark CrossFit,Lisses,Essonne,France,48.6123,2.4272
13118,CrossFit Take Control,Wissous,Essonne,France,48.7266,2.3217
20102,CrossFit Héraclès,Gouesnou,Finistère,France,48.4283,-4.4563
18986,CrossFit Kalet,Guipavas,Finistere,France,48.4312,-4.4038
20023,CrossFit Aix-les-Bains,Aix-les-Bains,France,France,45.6963,5.898
19320,CrossFit Caecilus,Albi,France,France,43.94,2.1401
17357,CrossFit Le Troisieme Endroit,Ales,france,France,44.1221,4.0842
14780,CrossFit L'Engrenage,Annecy-Le-Vieux,France,France,45.9254,6.123
20443,CrossFit Corsaire,Anthy-sur-Leman,France,France,46.35,6.4372
14305,CrossFit Beauvais,Beauvais,France,France,49.4278,2.0935
20795,Talos CrossFit,BOURG EN BRESSE,France,France,46.2106,5.2189
16331,CrossFit Bricy,Bricy,France,France,,
10683,CrossFit Calais,Calais,France,France,50.9502,1.9076
16641,CrossFit Grillen,Colmar,France,France,48.1053,7.3801
19981,Aquila CrossFit,Colomiers,France,France,43.6001,1.3035
12977,CrossFit Ultim,Combs la ville,France,France,48.653,2.5602
13465,CrossFit Dijon,Dijon,France,France,47.3499,5.0628
12139,CrossFit Hendaye,Hendaye,France,France,43.3449,-1.772
12234,CrossFit Hyeres,Hyeres,France,France,43.1032,6.1435
16598,Lavaur CrossFit,Lavaur,France,France,43.7055,1.8008
14630,CrossFit Le Mans,Le Mans,France,France,48.0258,0.1759
18906,CrossFit 2 Frères,Lunel,France,France,43.6828,4.1449
19019,CrossFit Black Skull,MARMANDE,FRANCE,France,44.506,0.1426
9960,CrossFit Massilia,Marseille,France,France,43.2429,5.3987
11500,CrossFit Nanterre,Nanterre,France,France,48.904,2.2138
11309,CrossFit War Machine,Nantes,France,France,47.1975,-1.594
11719,RAR CrossFit,Paris,France,France,48.8845,2.2902
19274,Topaze CrossFit,PARIS,France,France,,
19787,CrossFit Madeleine,Paris,France,France,48.8701,2.3263
19737,Altéo CrossFit,PEROLS,FRANCE,France,43.5537,3.9645
17392,Volició CrossFit,Perpignan,France,France,42.6834,2.8694
17670,CrossFit Poitiers,Poitiers,France,France,46.5543,0.3117
11325,100 Pourcent CrossFit,Saint Just Saint Rambert,France,France,45.5132,4.2625
19006,Natural Spirit CrossFit,Seignosse,France,France,43.6866,-1.352
19892,CrossFit Take  Control 2,Tarbes,France,France,43.2233,0.0701
20870,CrossFit Toulon,Toulon,France,France,43.1255,5.9731
17196,CrossFit Electron,Chatillon le Duc,Franche Comté,France,47.2885,5.9979
15406,CrossFit Belfort,Belfort,Franche-comté,France,47.6314,6.8638
18513,CrossFit Nimes Est,Marguerittes,Gard,France,43.868,4.4466
12118,CrossFit Nimes,Nîmes,Gard,France,43.8148,4.3353
18666,Old Gym CrossFit,Nimes,Gard,France,43.8519,4.407
17424,CrossFit Alès,Saint Hilaire de Brethmas,Gard,France,44.0921,4.1084
20055,CrossFit Uzès,Uzès,Gard,France,44.0198,4.3966
19939,CrossFit Merignac,MERIGNAC,Gironde,France,44.8487,-0.6797
19534,CrossFit Agde,Agde,Hérault,France,43.3083,3.4978
19634,CrossFit Clermont l' Hérault,clermont l'hérault,hérault,France,43.6206,3.451
20876,CrossFit Mèze,Mèze,Hérault,France,43.4441,3.5775
19996,CrossFit 34130,Mauguio,Hérault,France,43.5882,3.9419
15255,CrossFit Vias,Vias,Hérault,France,43.313,3.3785
21303,FWA CrossFit,La Madelaine,Haut de France,France,50.6566,3.0607
18345,CrossFit Rathelot,nanterre,haut de seine,France,,
15518,CrossFit Bastia,Furiani,Haute Corse,France,42.658,9.4142
19829,CrossFit Red Falcon,Cornebarrieu,Haute garonne,France,43.6545,1.3443
15937,CrossFit Muret,Muret,Haute Garonne,France,43.479,1.3332
14626,CrossFit Rive Droite,Ramonville Saint Agne,Haute Garonne,France,43.537,1.4798
12196,CrossFit Galileo,Toulouse,Haute Garonne,France,43.5707,1.4921
21094,CrossFit Dark Woods,SAINT DIZIER,HAUTE MARNE,France,48.6273,4.9918
9798,CrossFit Rouen,Rouen,Haute Normandie,France,49.4283,1.0715
12032,CrossFit Rollon,Sotteville-lès-Rouen,Haute Normandie,France,49.4098,1.115
14793,CrossFit Brauhauban,Tarbes,Haute Pyrenees,France,43.2414,0.0735
20603,CrossFit Lazuli,cluses,Haute savoie,France,46.0754,6.5664
20152,CrossFit Annecy 2,Pringy,Haute savoie,France,45.9437,6.1272
19440,CrossFit Rumilly,Rumilly,Haute Savoie,France,45.8385,5.9519
3301,CrossFit Toulouse,Beauzelle,Haute-Garonne,France,43.6691,1.3686
20360,CrossFit Toulouse 2,Castanet-Tolosan,Haute-Garonne,France,43.5127,1.523
10995,CrossFit Minimes,Toulouse,Haute-Garonne,France,43.6364,1.4358
12793,CrossFit 272,Toulouse,Haute-Garonne,France,43.6518,1.4389
14344,CrossFit BastillAK 65,Ibos,Hautes Pyrenees,France,43.2211,0.0341
12003,CrossFit Tarbes,Tarbes,Hautes Pyrenees,France,43.2292,0.0974
16577,CrossFit Des Cimes,GAP,Hautes-alpes,France,44.5474,6.0559
15312,CrossFit Custom,Annemasse,Haute-Savoie,France,46.1866,6.2366
19441,CrossFit Salève,Beaumont,Haute-savoie,France,46.1018,6.104
20321,CrossFit Saint-Martin Boulogne,Saint Martin Boulogne,Hauts de France,France,50.7291,1.6659
14928,CrossFit Le Trapèze,Boulogne-Billancourt,Hauts de seine,France,48.827,2.2384
14979,CrossFit TANKA,Colombes,Hauts de Seine,France,48.9095,2.2318
21041,CrossFit Little Ships,Leffrinckoucke,Hauts-de-France,France,51.0479,2.4556
11234,CrossFit Grande Arche Station,Puteaux,Hauts-de-Seine,France,48.8922,2.2379
14479,CrossFit Beziers,Beziers,Herault,France,43.34,3.2686
11754,CrossFit Castelnau le Lez,Castelnau-le-lez,Herault,France,43.6266,3.9126
17623,FGT CrossFit,Castries,Herault,France,43.6697,3.9753
16326,CrossFit La Gardiole,FABREGUES,Herault,France,43.5572,3.7936
15521,CrossFit 34970,Lattes,Herault,France,43.5829,3.9219
14627,CrossFit Palavas,Palavas les Flots,Herault,France,43.5312,3.9393
14293,CrossFit Gavroche,Boulogne-Billancourt,IDF,France,48.8324,2.2563
18962,CrossFit ASP,Saint-Cloud,Il-de-France,France,,
7554,CrossFit Plessis,Les Plessis Bouchard,Ile de France,France,49.0001,2.2483
15918,XVII CrossFit,Paris,Ile de France,France,48.8833,2.3203
11486,CrossFit Rueil Malmaison,Rueil-Malmaison,Ile de France,France,48.8818,2.1911
15398,CrossFit Saint-Maur,Saint Maur des Fosses,Ile de France,France,48.8025,2.5155
20637,La Defense Factory CrossFit,Puteaux,Ile-de-France,France,48.8846,2.2459
20621,CrossFit Erer,Rennes,Ille-et-Vilaine,France,48.1053,-1.7236
19750,CrossFit CHTX,Déols,Indre,France,46.841,1.704
12667,CrossFit Base Aerienne 705,Tours,Indre et Loire,France,,
13535,3.7 CrossFit,Tours,Indre et Loire,France,47.4307,0.6879
19064,3.7 CrossFit II,Tours,Indre et Loire,France,47.3657,0.6771
7798,CrossFit Grenoble,Saint Martin d'Heres,Isère,France,45.1648,5.7589
13187,CrossFit Voiron,Voiron,Isère,France,45.351,5.5907
10382,Alpes CrossFit Unity,Saint Martin D'Heres,Isere,France,45.1865,5.7635
18717,CrossFit Lons le Saunier,LONS le saunier,Jura,France,46.6831,5.5759
11794,CrossFit La Rochelle,Lagord,La Rochelle,France,46.189,-1.1465
20596,CrossFit Mont-de-Marsan,Mont-de-Marsan,Landes,France,43.8867,-0.4864
16796,CrossFit RS,Narrosse,Landes,France,43.7032,-1.0082
12332,CrossFit Miura,Caissargues,Languedoc Roussillon,France,43.7913,4.3814
16076,CrossFit Baillargues,Baillargues,Languedoc-Roussillon,France,43.6568,3.9981
18477,CrossFit 461,Saint martin de valguage,Languedoc-Roussillon,France,44.1598,4.0868
17739,CrossFit Douai,Douai,Les Hauts de France,France,50.3944,3.0954
11342,CrossFit Limoges,Limoges,Limousin,France,45.8191,1.2639
17465,WarWolf CrossFit,Blois,Loir et Cher,France,47.6066,1.3268
17416,CrossFit Vallee du Gier,Lorette,Loire,France,45.5108,4.5736
18434,CrossFit Roanne,Pouilly les Nonains,Loire,France,46.0384,3.9864
13383,CrossFit Urban Bear,Saint Etienne,Loire,France,45.4153,4.4032
20914,CrossFit 445,Guerande,Loire Atlantique,France,47.3053,-2.3887
19667,CrossFit CFLS,Les Sorinieres,Loire Atlantique,France,47.135,-1.5191
15049,CrossFit Saint Nazaire,Saint Nazaire,Loire Atlantique,France,47.2569,-2.2622
14370,CrossFit Naoned,Nantes,Loire-atlantique,France,47.2598,-1.5081
14558,CrossFit Gravity,Orvault,Loire-Atlantique,France,47.2596,-1.6447
13384,CrossFit Cenabum,Olivet,Loiret,France,47.8406,1.9195
13684,CrossFit Metz,Metz,Lorraine,France,49.1366,6.148
12025,CrossFit Nancy,Nancy,Lorraine,France,48.6971,6.1893
16258,CrossFit 1501,Boé,Lot et Garonne,France,44.175,0.6441
12720,CrossFit Agen,Agen,Lot-et-Garonne,France,44.2066,0.6355
6688,CrossFit L 700,Bâtiment B6,Mérignac,France,44.8385,-0.6738
20450,Anjou CrossFit 2,Avrillé,Maine et Loire,France,47.5172,-0.6138
8336,CrossFit Cholet,La Seguinière,Maine et Loire,France,47.09,-0.9153
17610,CrossFit Reyad,Granville,Manche,France,48.8434,-1.5622
12665,CrossFit des Sacres,Cormontreuil,Marne,France,49.2142,4.0662
15871,CrossFit Laxou,Laxou,Meurthe-et-Moselle,France,48.68,6.1585
18045,CrossFit LUCIAN,Ancerville,Meuse,France,48.6267,5.0121
14022,CrossFit Colomiers,Colomiers,Midi Pyrénées,France,43.6133,1.3069
17145,CrossFit Sept Deniers,Toulouse,Midi Pyrénées,France,43.6309,1.4116
15881,CrossFit Pamiers,Pamiers,Midi Pyrennées,France,43.1273,1.6193
12745,CrossFit Balma,Toulouse,Midi-Pyrénées,France,43.6354,1.4828
15146,CrossFit Saint Simon,Toulouse,Midi-pyrénées,France,43.548,1.3892
20177,CrossFit Bro Waroch,Saint-Avé,Morbihan,France,47.6745,-2.7305
14580,CrossFit Hiringa,Augny,Moselle,France,49.0763,6.1079
18711,CrossFit Hiringa 3,Hauconcourt,Moselle,France,49.2228,6.1799
21004,CrossFit Four Winds,Phalsbourg,Moselle,France,48.7693,7.2421
10857,CrossFit 571,Thionville,Moselle,France,49.3632,6.0988
21295,Décagone CrossFit,CHALLUY,Nièvre,France,46.9765,3.1511
3496,CrossFit Nice,Nice,Nice,France,43.6937,7.2881
20698,Cambrai CrossFit,Cambrai,nord,France,50.17,3.233
20259,CrossFit Heresy,Croix,Nord,France,50.6787,3.1406
12178,CrossFit Dunkerque,Dunkerque,Nord,France,51.014,2.3442
7775,CrossFit Euralille,Euralille,Nord,France,50.6138,3.0424
19352,CrossFit Hem,Hem,Nord,France,50.6609,3.2019
14534,CrossFit Cestio,Lille,Nord,France,50.637,3.0977
11610,CrossFit Initium,Villeneuve d'Ascq,Nord,France,50.6394,3.1243
13325,CrossFit Bailleul,Bailleul,Nord-Pas-de-Calais,France,50.7272,2.7349
4400,CrossFit Le Havre,Le Havre,Normandie,France,49.4901,0.1304
19163,CrossFit St Go,Saint-Gaudens,Occitanie,France,43.1046,0.6998
18926,Blue Lion CrossFit,Jaux,Oise,France,49.4051,2.7769
19009,CrossFit Aubagne,Aubagne,PACA,France,43.2881,5.6019
18624,CrossFit Draguignan,draguignan,paca,France,43.5306,6.4692
8529,CrossFit Phocea,Marseille,PACA/Bouches du Rhon,France,43.279,5.4136
3993,Reebok CrossFit Louvre,Paris,Paris,France,48.8672,2.3337
10324,CrossFit Lutece,Paris,Paris,France,48.8403,2.293
12492,CrossFit XIII,Paris,Paris,France,48.8281,2.3554
14994,R CrossFit,Paris,Paris,France,48.8585,2.3731
15611,CrossFit Original Addicts,Paris,Paris,France,48.8585,2.3758
16393,Silvaticus CrossFit,Paris,Paris,France,48.8529,2.388
17954,CrossFit Lutece II,Paris,Paris,France,48.8447,2.2869
20407,STMN Lab CrossFit,Paris,Paris,France,48.8268,2.3679
18028,CrossFit Verrières le Buisson,Verrières le Buisson,Paris / Essonne,France,48.748,2.2819
20457,CrossFit Badass,Angres,Pas de Calais,France,50.4082,2.7571
17885,CrossFit WaldHari,Berck Sur mer,pas de calais,France,50.414,1.5946
16376,Opale CrossFit,Le Portel,Pas de Calais,France,50.71,1.5795
17829,7.2 CrossFit,Lemans,Pays de la Loire,France,47.9684,0.1737
12666,Anjou CrossFit,Les Ponts de Cé,Pays de la loire,France,47.4372,-0.5055
18182,CrossFit Vallée Des Vignes,AMIENS,Picardie,France,49.8719,2.2838
15314,CrossFit Nemesis,Senlis,Picardie,France,49.2206,2.5912
10801,CrossFit Hostilius,Perpignan,PO,France,42.6846,2.9348
18440,CrossFit des Sacres 3,10150,Pont Sainte Marie,France,48.3248,4.1128
18379,CrossFit Aguïo,Eguilles,Provence,France,43.545,5.3649
19227,Black Hawk CrossFit,Pau,Pyrénées Atlantique,France,43.3184,-0.303
19940,CrossFit South West Anglet,Anglet,Pyrénées Atlantiques,France,43.4947,-1.4951
16628,CrossFit Biarritz,Biarritz,Pyrénées Atlantiques,France,43.4687,-1.5406
16630,CrossFit Wolf Spirit,Lons,Pyrénées-Atlantiques,France,43.3116,-0.4276
15052,CrossFit Polygone,Perpignan,Pyrenees Orientales,France,42.7422,2.8962
7504,CrossFit 064,Anglet,Pyrenees-Atlantiques,France,43.5202,-1.5008
15633,CrossFit Essor,Bayonne,Pyrenees-Atlantiques,France,43.4895,-1.4532
13186,CrossFit Mirage,Villefranche Sur Saône,Rhône Alpes,France,45.9887,4.7395
13199,CrossFit Bourgoin,Bourgoin Jallieu,Rhône-Alpes,France,45.5905,5.2656
14798,CrossFit Sound Performance,"Grenoble, France",Rhône-Alpes,France,45.1653,5.7116
16046,CrossFit Des Monts,DOMMARTIN,Rhone,France,45.8376,4.7123
4610,CrossFit Lyon,Lyon,Rhone,France,45.7513,4.8849
13617,CrossFit Gerland,Lyon,Rhone,France,45.7363,4.8417
19164,CrossFit Elafi,LYON,RHONE,France,45.7431,4.8499
21161,CrossFit Ternay,Ternay,Rhone,France,,
12671,CrossFit Villeurbanne,Villeurbanne,Rhone,France,45.7713,4.8941
18798,CrossFit Kintsugi,Aime,Rhone Alpes,France,45.5536,6.6444
12437,CrossFit Enyeto,Lyon,Rhone Alpes,France,45.7735,4.7972
13935,CrossFit Annecy,Seynod,Rhone Alpes,France,45.8876,6.0753
14862,CrossFit Pour Tous,La Ravoire,Rhone-Alpes,France,45.5706,5.9625
12674,CrossFit La Taniere,Mâcon,Saône et loire,France,46.3264,4.8259
12084,CrossFit Strong Mind,SAINT CYR L'ECOLE,SAINT CYR L'ECOLE,France,48.7952,2.0718
19716,1789 CrossFit II,Blanzy,Saone et loire,France,46.7032,4.4123
16071,CrossFit Albertville,Albertville,Savoie,France,45.663,6.3659
17430,Irok CrossFit,Albertville,Savoie,France,45.6606,6.3728
19473,CrossFit LXXIII,Chambéry,Savoie,France,45.59,5.8886
15040,CrossFit Elephas,Chambery,Savoie,France,45.5977,5.8985
18136,CrossFit Chambéry,CHAMBERY,Savoie,France,45.5871,5.8979
12778,Oski CrossFit,Epagny,Savoie,France,45.929,6.0853
19898,CrossFit Moutiers,moutiers,savoie,France,45.4884,6.5289
14260,CrossFit Doko,Lognes,Seine et Marne,France,48.8328,2.6336
14137,L Arene CrossFit Senart,Moissy Cramayel,Seine et Marne,France,48.6212,2.5686
17590,CrossFit Diversity,Montévrain,seine et marne,France,48.8655,2.7615
14824,CrossFit Center St. Thibault des Vignes,ST Thibault des Vignes,SEINE ET MARNE,France,48.8685,2.676
14067,Torcy CrossFit Bay,Torcy,Seine et Marne,France,48.8407,2.6551
13583,CrossFit L'Entrepot,Le Havre,Seine Maritime,France,49.4938,0.1472
16402,CrossFit Ballers,Rouen,Seine Maritime,France,49.4405,1.0868
14269,CrossFit Wonders,Montreuil Sous Bois,Seine Saint Denis,France,48.8589,2.434
16285,Ruroni CrossFit,SAINT OUEN,SEINE SAINT DENIS,France,48.9154,2.3347
17514,L'Arène CrossFit Amiens,Amiens,Somme,France,49.9084,2.2718
12197,CrossFit Albi,albi,tarn,France,43.9083,2.1409
19183,CrossFit Castres,CASTRES,TARN,France,43.5963,2.2275
15243,CrossFit Montauban,Montauban,Tarn et Garonne,France,43.9952,1.3366
15617,CrossFit 8201,Montauban,Tarn et Garonne,France,44.0383,1.3636
15276,CrossFit Portet Sur Garonne,Toulouse,Toulouse,France,43.5497,1.4138
20860,CrossFit Blue Monkey,Beauchamp,Val d’oise,France,49.0169,2.1798
21067,CrossFit Second Souffle,Saint Brice Sous Forêt,Val d’oise,France,49.0079,2.3473
14788,CrossFit J & J,La Queue en Brie,Val de Marne,France,48.7835,2.5746
19605,CrossFit Orly,orly,Val de marne,France,48.7474,2.407
17542,Master Murnum CrossFit,MOURS,Val d'oise,France,49.1309,2.2626
10647,CrossFit CP95,Osny,Val D'oise,France,49.07,2.0627
17700,CrossFit Fréjus,Fréjus,VAR,France,43.4418,6.7182
14978,LXXXIII CrossFit,Frejus,Var,France,43.4413,6.7162
18554,CrossFit Grimaud,Grimaud,Var,France,43.2652,6.543
18939,CrossFit La Croix-Valmer,La Croix-Valmer,Var,France,43.2128,6.5688
13681,CrossFit Melting Box,La Garde,Var,France,43.1321,6.0285
19756,CrossFit La Garde,LA GARDE,VAR,France,43.1493,6.0412
13006,CrossFit La Seyne,La Seyne Sur Mer,Var,France,43.1178,5.8767
9438,CrossFit 83 Le Beausset,Le Beausset,VAR,France,43.1983,5.8023
14743,CrossFit Saint Maximin,Saint Maximin La Sainte Baume,Var,France,43.4525,5.864
20264,CrossFit Sainte Maxime,Sainte-Maxime,VAR,France,43.3276,6.5938
7690,CrossFit Six Fours,Six Fours Les Plages,Var,France,43.1122,5.8447
18575,CrossFit Drakôn,Trans en Provence,Var,France,43.5095,6.477
12784,CrossFit Avignon,Avignon,Vaucluse,France,43.9329,4.8254
17068,CrossFit Pleasure,Carpentras,Vaucluse,France,44.0343,5.0497
9705,CrossFit Le Thor,Le Thor,Vaucluse,France,43.9297,4.9947
15874,Orange 84 CrossFit,Orange,Vaucluse,France,44.1218,4.8414
16499,Black Monkeys II CrossFit,ORANGE,VAUCLUSE,France,44.1381,4.8075
14425,CrossFit 3.84,Vedène,Vaucluse,France,43.9604,4.8969
7499,CrossFit La Roche sur Yon,mouilleron le captif,vendée,France,46.7119,-1.4367
10379,CrossFit Calista,Epluches,Villabe,France,48.5836,2.4547
19170,CrossFit Epinal,Chavelot,Vosges,France,48.2293,6.4348
12105,CrossFit LBL,Z.I de la Pilaterie,WASQUEHAL,France,50.6693,3.1308
13574,CrossFit CSH,Conflans Sainte Honorine,Yvelines,France,49.0065,2.0785
16463,CrossFit Sower,Gazeran,Yvelines,France,48.6361,1.7754
10369,CrossFit Thirst,Maurepas,Yvelines,France,48.7612,1.9133
20222,AXB CrossFit,Montesson,Yvelines,France,48.9072,2.117
17785,CrossFit EFSOAA,Échillais,,France,,
19244,CrossFit Gaius,Aix en Provence,,France,43.5309,5.4376
19052,CrossFit Cordée,AMANCY,,France,46.0742,6.3146
21042,CrossFit Angers,Angers,,France,47.4793,-0.546
17400,CrossFit Maignon,Anglet,,France,43.4646,-1.4977
21057,CrossFit La Rochelle 2,ANGOULINS,,France,46.1071,-1.0996
17058,CrossFit Auch,AUCH,,France,43.6719,0.5982
20926,Keep CrossFit,BASTIA,,France,42.7041,9.4416
19915,CrossFit Beaune,Beaune,,France,47.0239,4.8515
19253,CrossFit Bessan,bessan,,France,43.3711,3.4248
20185,Rios CrossFit,Bias,,France,44.4034,0.6792
20129,CrossFit Belcier,Bordeaux,,France,44.819,-0.5504
18230,CrossFit 34760,Boujan-sur-Libron,,France,43.3651,3.2472
18516,CrossFit Brive-la-Gaillarde,Brive-la-Gaillarde,,France,45.1412,1.4741
18040,CrossFit Golden Wolf,Cahors,,France,44.4558,1.4365
16750,CrossFit Carnoux,Carnoux en Provence,,France,43.2487,5.5479
19751,CrossFit Chevalier,Castelnau Le Lez,,France,,
18552,CrossFit La Fontaine,Château-Thierry,,France,49.0383,3.3985
18728,CrossFit JN Toros,chambly,,France,49.1554,2.2468
18317,Alpha Square CrossFit Chambray les Tours,Chambray les Tours,,France,47.3421,0.7293
18523,CrossFit Wild Squad,champagne sur oise,,France,49.1413,2.2573
20020,Remes CrossFit,Champfleury,,France,49.1933,4.0091
20532,CrossFit Chelles,Chelles,,France,48.8897,2.5954
20632,CrossFit Clapiers,Clapiers,,France,43.6608,3.901
14280,CrossFit Time Cap,Colomiers,,France,43.5949,1.3533
21244,CrossFit Vichy,Creuzier le Vieux,,France,46.1581,3.4136
17884,CrossFit Hiringa 2,Essey-lès-Nancy,,France,48.7074,6.2466
20134,CrossFit Eysines,Eysines,,France,44.8785,-0.6478
14353,CrossFit Gemenos,Gemenos,,France,43.2772,5.6153
19786,CrossFit Gigean,Gigean,,France,43.4876,3.7053
20167,CrossFit Hésingue,Hésingue,,France,47.583,7.5141
9869,CrossFit Emotion,Illkirch-Graffenstaden,,France,48.5295,7.7282
17248,CrossFit Illzach,Illzach,,France,47.7666,7.3827
17393,CrossFit Orion,Ingré,,France,47.9052,1.8576
19886,CrossFit Issoire,Issoire,,France,45.5267,3.2568
20709,L'arène CrossFit Nakama,Ivry Sur Seine,,France,48.8182,2.4008
19530,CrossFit Red Legion,Jouy Le Moutier,,France,49.0064,2.0347
19844,CrossFit Juvignac,Juvignac,,France,43.6183,3.7913
17207,CrossFit La Ciotat,La Ciotat,,France,43.2048,5.5966
16786,CrossFit DBS 83,La Garde,,France,43.1433,6.027
20150,CrossFit La Mothe Achard,La Mothe Achard,,France,46.6158,-1.6592
17187,CrossFit Munera,LA TESTE DE BUCH,,France,44.6122,-1.1199
14637,CrossFit Lambesc,Lambesc,,France,43.6487,5.2552
18338,Lattes CrossFit,Lattes,,France,43.5799,3.9227
14468,My Burning CrossFit,Le Coudray-Montceaux,,France,48.5653,2.4774
20522,CrossFit Blast,Le Versoud,,France,45.2092,5.8511
21109,GM CrossFit,Les Pennes-Mirabeau,,France,43.4167,5.3674
20404,Lille CrossFit,Lille,,France,50.6314,3.0513
16763,CrossFit Principium,Montauban,,France,44.0317,1.3762
20183,CrossFit Silver,Montesson,,France,48.9092,2.1585
17467,CrossFit H78,Montigny Le Bretonneux,,France,48.7886,2.0443
16518,CrossFit 1600,Mont-Louis,,France,,
18277,CrossFit Les Enfants De La Barre,Montrouge,,France,48.8117,2.3085
9387,CrossFit Antipolis,Mouans-Sartoux,,France,43.6138,6.9613
20191,CrossFit Mulhouse Factory,Mulhouse,,France,47.7519,7.3171
18115,Mutagène CrossFit,Niort,,France,46.3076,-0.4617
16613,CrossFit Pertuis,Pertuis,,France,43.6823,5.5006
20279,CrossFit 13380,Plan De Cuques,,France,43.3561,5.4648
18621,CrossFit Des Ponts,Plan-d'Orgon,,France,43.8243,5.0193
20142,CrossFit Rutènes,Rodez,,France,44.3709,2.5686
18264,Magic CrossFit,romorantin,,France,47.3783,1.7369
16937,TLSE CrossFit 31140,Saint Alban,,France,43.6883,1.4238
19920,CrossFit Pic Saint-Loup,Saint Gely du Fesc,,France,43.6896,3.8058
19814,CrossFit Belharra,Saint jean de luz,,France,43.4003,-1.6369
1764,CrossFit Montpellier,Saint Jean de Védas,,France,43.5789,3.8499
20693,CrossFit Saintes,Saintes,,France,45.7205,-0.638
15945,CrossFit Samarobriva,Saleux,,France,49.8651,2.234
16156,CrossFit G-Steel,Saran,,France,47.9546,1.8922
19413,CrossFit Hexagone,Sequedin,,France,50.6333,2.9802
16330,CrossFit VII,SETE,,France,43.4187,3.7123
19294,CrossFit St Amand Montrond,st amand,,France,46.7194,2.504
19948,CrossFit Frankton,st medard en jalles,,France,44.8794,-0.6929
20389,Nero CrossFit,Strasbourg,,France,48.5609,7.7451
17618,CrossFit 74230,Thônes,,France,45.8922,6.3327
19194,CrossFit 2607,Valence,,France,44.9137,4.9093
18187,CrossFit Vallis Aurea,Vallauris,,France,43.591,7.0569
17608,Vienne CrossFit,VIENNE,,France,45.5508,4.8756
18156,CrossFit Gavroche II,Villebon sur Yvette,,France,48.6876,2.2092
12607,CrossFit Louvre II,Villenave d'Ornon,,France,44.7892,-0.5318
18596,NTMH CrossFit,vitrolles,,France,43.4301,5.2633
17661,UBK CrossFit,Vulaines Sur Seine,,France,48.4261,2.769
17921,CrossFit Heiden,Wittelsheim,,France,47.7808,7.2301
17419,CrossFit Leopards,WITTENHEIM,,France,47.8128,7.3295
19512,Agign CrossFit Jungle,Cayenne,French Guiana,French Guiana,,
15165,Satellite CrossFit,Remire-Montjoly,French Guyana,French Guiana,4.8781,-52.2966
16433,CrossFit Varua,Papeete,tahiti,French Polynesia,-17.6509,-149.426
18875,CrossFit Pearl of Pacific,Faaa,,French Polynesia,-17.5324,-149.5625
10460,CrossFit RMS,Ramstein Air Base,APO AE,Germany,,
16519,Griffin Farm East CrossFit,Tower Barracks,APO AE,Germany,,
639,CrossFit SWFFT,Vaihingen-Stuttgart,Badem Wurtemburg,Germany,,
1303,CrossFit Heidelberg,Heidelberg,Badem-Württemberg,Germany,49.3831,8.6825
20616,CrossFit Overtime,Altlußheim,Baden Württemberg,Germany,49.2938,8.4993
19357,CrossFit Böblingen,Böblingen,Baden Württemberg,Germany,48.6765,9.0125
13172,CrossFit Hoellental,Denzlingen,Baden Württemberg,Germany,48.0689,7.8679
5896,CrossFit Freiburg,Freiburg,Baden Württemberg,Germany,48.0291,7.8095
19325,CrossFit Laufenburg,Laufenburg,Baden Württemberg,Germany,47.5689,8.0823
17499,CrossFit Mannheim,Mannheim,Baden Württemberg,Germany,49.5068,8.5247
20469,CrossFit Ostfildern,Ostfildern,Baden Württemberg,Germany,48.7066,9.2733
5302,CrossFit Ravensburg,Ravensburg,Baden Württemberg,Germany,47.7917,9.6209
2203,CrossFit Rhein-Neckar,Mannheim,Baden-W_rttemberg,Germany,49.5129,8.4699
17804,CrossFit Ortenberg,Ortenberg,Baden-Würrtemberg,Germany,48.4424,7.9695
13526,CrossFit Aalen,Aalen,Baden-Württemberg,Germany,48.8272,10.116
18656,CrossFit Undisputed,Böblingen,Baden-Württemberg,Germany,48.677,9.0138
21185,M and N's CrossFit,Bad Urach,Baden-Württemberg,Germany,48.493,9.4026
20133,CrossFit Barbell Bros,Bietigheim-Bissingen,Baden-Württemberg,Germany,48.9556,9.1563
20377,CrossFit Calw,Calw,Baden-Württemberg,Germany,48.7054,8.7567
19845,CrossFit Ettlingen,Ettlingen,Baden-württemberg,Germany,48.9458,8.3822
